code,college,district,course,OC,BC,BCM,MBC,SCA,SC,ST
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,127.75,0,0,0,0,0,0
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,109.5,0,0,0,0,0,0
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Aeronautical Engineering,95.5,0,0,89.25,0,0,0
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,129.5,86.75,122.2,97.25,0,103.7,0
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Civil Engineering,87.75,0,0,0,0,0,0
1124,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Marine Engineering,186.75,176.5,184,177,117.2,140.2,0
1125,PMR ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,99.5,0,0,0,0,0,0
1125,PMR ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,103.5,0,0,0,0,0,0
1125,PMR ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,150.5,0,0,0,0,0,0
1125,PMR ENGINEERING COLLEGE,THIRUVALLUR,Aeronautical Engineering,104,0,0,0,0,0,0
1125,PMR ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,78,0,0,0,0,0,0
1126,JNN INSTITUTE OF ENGINEERING,THIRUVALLUR,Electrical And Electronics Engineering ,104.5,0,0,0,0,0,0
1126,JNN INSTITUTE OF ENGINEERING,THIRUVALLUR,Civil Engineering,127,101,0,101.5,0,94.25,0
1126,JNN INSTITUTE OF ENGINEERING,THIRUVALLUR,Electronics And Communication Engineering ,96.5,0,0,0,0,0,0
1126,JNN INSTITUTE OF ENGINEERING,THIRUVALLUR,Mechanical Engineering,114.75,87.75,0,84.5,94.75,80.5,0
1126,JNN INSTITUTE OF ENGINEERING,THIRUVALLUR,Computer Science And Engineering ,94.75,0,0,0,0,0,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,141.75,102.7,117.2,83,0,87.5,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,134,95.75,129.2,78.25,100,83,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,131.75,90.25,107,83,0,82.25,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Aeronautical Engineering,97.25,0,0,0,0,0,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,157.75,143.2,137,138.2,104.7,110.7,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Civil Engineering,159,151,147.7,144,0,141,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Chemical Engineering,163.75,136.2,157.5,114,0,102.2,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Information Technology,94.5,93.5,0,89,0,81,0
1127,ST.PETERS COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Bio-Technology,155.25,91.5,146.5,100.7,0,113,0
1128,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,190.5,189,189.2,184.5,94.25,160.7,0
1128,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,189.33,188.2,180,180.7,0,148,0
1128,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,191,189.5,184.2,184.5,116.7,161.2,0
1128,R.M.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,192.25,190.5,192,186.7,141.2,164.5,102
1131,VEL TECH,THIRUVALLUR,Electrical And Electronics Engineering ,172.5,168.2,146.7,163.7,0,124,0
1131,VEL TECH,THIRUVALLUR,Civil Engineering,181.75,178.2,175.7,171,86.25,150,0
1131,VEL TECH,THIRUVALLUR,Electronics And Communication Engineering ,180.75,176.7,169,168.5,0,136.5,0
1131,VEL TECH,THIRUVALLUR,Mechanical Engineering,182.75,180.2,180.7,175.2,100,149.5,0
1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,130.5,0,0,0,0,0,0
1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,THIRUVALLUR,Civil Engineering,112.25,91.75,0,92.5,0,110.5,0
1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,100.5,0,0,0,0,0,0
1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,104.25,103,0,89.5,0,90,99
1141,R.V.S. PADHMAVATHY COLLEGE OF ENGINEERING & TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,105.5,0,0,0,0,0,0
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Electrical And Electronics Engineering ,194.75,194,190.2,190.7,186.5,170.7,169.7
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,193,191.5,187,185.7,98.25,158,146.2
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,195,194,192.2,191.5,137,175,161.5
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,195,193.7,192.7,191.5,138.5,175.5,138.2
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Instru Engineering ,192.25,191,189.7,185.2,0,159.5,0
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,193.5,192.7,191.5,191,150.2,172.2,158.5
1210,PANIMALAR ENGINEERING COLLEGE,THIRUVALLUR,Information Technology,190.5,189.5,183.2,184.7,0,145.2,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Electrical And Electronics Engineering ,126.25,102.5,0,93.75,0,87,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,117,96.25,0,84.25,0,84.75,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,136.25,85.25,0,94.5,0,84,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,157.5,143,120.2,143,144.5,109.5,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,134.25,104.2,122,110.2,0,95.25,0
1213,S.K.R. ENGINEERING COLLEGE,THIRUVALLUR,Information Technology,90,0,0,0,0,0,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,128,94.75,0,92.25,0,88.5,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,88,0,0,0,0,87,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,148,119.5,123.5,90.5,0,108.5,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Aeronautical Engineering,80.5,0,0,0,0,0,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,150.5,132.5,132,124.5,0,86,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Automobile Engineering,128,92.25,114,98.5,0,98,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Civil Engineering,144.5,125.5,135.2,118.5,0,95.75,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Information Technology,96.25,0,0,0,0,0,0
1217,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Bio-Technology,141.25,89,0,100.7,0,95,0
1221,SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,144.5,0,0,0,0,0,0
1221,SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,124.75,0,0,0,0,0,0
1221,SRINIVASA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,78,0,0,0,0,0,0
1228,ALPHA COLLEGE OF ENGINEERING,THIRUVALLUR,Computer Science And Engineering ,111,90.75,0,86.75,0,78.75,0
1228,ALPHA COLLEGE OF ENGINEERING,THIRUVALLUR,Bio Medical Engineering,171.5,162.7,157.7,147.2,117.2,134,0
1228,ALPHA COLLEGE OF ENGINEERING,THIRUVALLUR,Electronics And Communication Engineering ,131.25,95.25,0,78,0,94.5,0
1228,ALPHA COLLEGE OF ENGINEERING,THIRUVALLUR,Information Technology,77.75,0,0,0,0,0,0
1228,ALPHA COLLEGE OF ENGINEERING,THIRUVALLUR,Mechanical Engineering,127.5,112,105,84.75,0,85.75,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,79.75,0,0,0,0,0,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,111.5,0,0,0,0,0,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Petrochemical Engineering,111.25,0,0,0,0,0,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,96,0,0,0,0,81,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Civil Engineering,77.5,0,0,0,0,0,0
1229,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Information Technology,120.25,0,0,0,0,0,0
1231,PANIMALAR INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,190.25,189,184,183.7,107,157.5,135.7
1231,PANIMALAR INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,188.5,187.5,180.7,180.5,0,145.2,0
1231,PANIMALAR INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,191.25,189.5,186.2,184,117,162.5,146.7
1231,PANIMALAR INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Information Technology,186.5,185.2,179.2,175.2,0,131.7,0
1231,PANIMALAR INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,190.25,188.7,189,185.7,96.25,163.5,80
1237,VELAMMAL INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,187,186,179.7,179.7,118.7,144.2,0
1237,VELAMMAL INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,184.5,182.5,168.5,173.7,0,118.7,0
1237,VELAMMAL INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,187,185.7,178,181,80.25,145.7,0
1237,VELAMMAL INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Information Technology,182.5,181.5,167.2,170.5,0,113.5,0
1237,VELAMMAL INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,186,184.2,183.2,180.7,81,148,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,150.5,108.7,137.2,116.7,0,90.25,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,135.5,96.25,95,98.25,0,112.7,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,159.75,104.7,129.5,122,0,97,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,159.25,132.2,112.7,139.7,108,80.25,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Bio Medical Engineering,148.25,91.25,0,93,0,82.5,113.5
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Automobile Engineering,110.25,106.5,0,105.2,0,0,0
1238,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,THIRUVALLUR,Civil Engineering,162,141,111.5,141.7,0,122.7,0
1241,T.J.S. ENGINEERING COLLEGE,THIRUVALLUR,Electrical And Electronics Engineering ,160.75,141,144.2,109.5,0,116.2,0
1241,T.J.S. ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,174.5,163,169,148.5,103.5,125.5,0
1241,T.J.S. ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,167.25,151.7,152.5,92.25,0,101.2,0
1241,T.J.S. ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,166.5,153.5,96.75,153.5,0,128,0
1241,T.J.S. ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,147.5,119.7,0,83,0,84.25,0
1242,SREE SASTHA COLLEGE OF ENGINEERING,THIRUVALLUR,Computer Science And Engineering ,112.25,93.75,0,81,0,97.5,0
1242,SREE SASTHA COLLEGE OF ENGINEERING,THIRUVALLUR,Electrical And Electronics Engineering ,80,0,0,0,0,0,0
1242,SREE SASTHA COLLEGE OF ENGINEERING,THIRUVALLUR,Electronics And Communication Engineering ,130.5,85.5,0,101.2,0,90.5,0
1242,SREE SASTHA COLLEGE OF ENGINEERING,THIRUVALLUR,Mechanical Engineering,152.75,139.2,125.5,135,0,81.75,0
1245,JOHN BOSCO ENGINEERING COLLEGE,THIRUVALLUR,Electrical And Electronics Engineering ,82.75,0,0,0,0,0,0
1245,JOHN BOSCO ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,146.5,0,0,0,0,0,0
1245,JOHN BOSCO ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,101.75,0,0,0,0,0,0
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,194.5,193,191.2,188.7,0,167.2,0
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Electrical And Electronics Engineering ,193.75,192.2,186.7,187.5,107.7,167,153.2
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,194.75,193.5,193.5,189,113.2,174.7,154.5
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,194.75,193,191.2,190.5,129.7,173.5,0
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Automobile Engineering,188.75,187.2,184.2,182.7,0,144.2,0
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Instru Engineering ,191.25,189.5,183.2,180.7,0,143.7,0
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,193.25,192,190,188.2,150.5,169.2,134.7
1304,EASWARI ENGINEERING COLLEGE,THIRUVALLUR,Information Technology,191.5,188.7,189,183.5,139.5,151.2,130.7
1416,SAKTHI ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,103.25,0,0,0,0,0,0
1416,SAKTHI ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,143,103.2,111.2,112.2,0,95.25,0
1416,SAKTHI ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,97,0,0,0,0,0,0
1416,SAKTHI ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,152.25,136,0,130.2,0,123.6,0
1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electrical And Electronics Engineering ,184.75,183.7,181,178,0,137.2,0
1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Computer Science And Engineering ,184,182.2,174.2,172.7,0,121,0
1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Electronics And Communication Engineering ,186,184.5,175.5,175.5,0,139.5,0
1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Information Technology,182,181.2,176,170,0,111,0
1432,RAJALAKSHMI INSTITUTE OF TECHNOLOGY,THIRUVALLUR,Mechanical Engineering,187,184.2,178.5,182,90.75,152.5,0
1440,JAYA SURIYA ENGINEERING COLLEGE,THIRUVALLUR,Computer Science And Engineering ,93.5,0,0,0,0,0,0
1440,JAYA SURIYA ENGINEERING COLLEGE,THIRUVALLUR,Civil Engineering,99,89,89.25,80.25,0,0,0
1440,JAYA SURIYA ENGINEERING COLLEGE,THIRUVALLUR,Electronics And Communication Engineering ,78.5,0,0,0,0,0,0
1440,JAYA SURIYA ENGINEERING COLLEGE,THIRUVALLUR,Mechanical Engineering,85,0,0,0,0,0,0
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",THIRUVANNAMALAI,Electrical And Electronics Engineering ,181.75,174.7,165.2,176.2,141.5,163.5,160.5
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",THIRUVANNAMALAI,Computer Science And Engineering ,175.75,167.5,139.2,169.7,131,154,151.2
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",THIRUVANNAMALAI,Electronics And Communication Engineering ,184,178,169.7,176.7,131,166.2,158.5
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",THIRUVANNAMALAI,Mechanical Engineering - Tamil Medium,101.5,0,0,0,0,0,0
1015,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",THIRUVANNAMALAI,Mechanical Engineering,183,179.2,172.7,180,160.2,171.2,0
1439,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Computer Science And Engineering ,136.75,0,0,0,0,0,0
1439,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Electrical And Electronics Engineering ,94.75,0,0,0,0,0,0
1439,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Electronics And Communication Engineering ,81,0,0,0,0,0,0
1439,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Mechanical Engineering,79.75,0,0,0,0,0,0
1448,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Computer Science And Engineering ,175.5,0,0,0,0,0,0
1448,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Civil Engineering,114.5,0,0,0,0,0,0
1448,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electronics And Communication Engineering ,95,0,0,0,0,0,0
1448,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Mechanical Engineering,95,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electrical And Electronics Engineering ,121,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Computer Science And Engineering ,96.5,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electronics And Communication Engineering ,93.75,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Mechanical Engineering,78.75,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Instrumentation And Control,94.75,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Civil Engineering,130.25,104.5,0,80.25,0,91.5,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Chemical Engineering,157,152.7,155.5,146,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Information Technology,135.75,0,0,0,0,0,0
1503,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Bio-Technology,110.5,0,0,0,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Electrical And Electronics Engineering ,147,90.25,133.5,98.25,0,100.5,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Computer Science And Engineering ,84,0,0,0,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Electronics And Communication Engineering ,143,96.5,0,83.5,0,79.75,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Aeronautical Engineering,84.5,0,0,0,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Mechanical Engineering,155,127,122.5,133,82.5,94,105.2
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Automobile Engineering,96.25,90.25,0,81,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Electronics And Instru Engineering ,81.5,0,0,0,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Civil Engineering,161.25,141,147.7,148.5,0,109.7,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Chemical Engineering,187.25,178.7,185.7,157,0,144.5,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Information Technology,82.25,0,0,0,0,0,0
1504,ARUNAI ENGINEERING COLLEGE,THIRUVANNAMALAI,Bio-Technology,151,87.5,142.7,104.7,0,117,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Computer Science And Engineering ,89.5,0,0,0,0,0,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electrical And Electronics Engineering ,84.75,0,0,0,0,0,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electronics And Communication Engineering ,118,0,0,0,0,0,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Mechanical Engineering,89.75,0,0,81.25,0,77.75,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Civil Engineering,100.75,95,0,82.5,0,96.75,0
1508,ARUNAI COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Information Technology,97.5,0,0,0,0,0,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Electrical And Electronics Engineering ,128,87.5,0,84.25,0,95.5,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Computer Science And Engineering ,127.25,101,95.25,103.7,0,98.5,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Electronics And Communication Engineering ,141.75,88.75,119.7,93.75,0,93.75,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Aeronautical Engineering,122.25,0,0,0,0,0,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Mechanical Engineering,144.25,103.2,102,121,0,81.5,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Civil Engineering,172,155.5,168.7,154.7,87,117,0
1512,S.K.P. ENGINEERING COLLEGE,THIRUVANNAMALAI,Information Technology,105.5,0,0,0,0,0,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Computer Science And Engineering ,104.5,0,0,0,0,0,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Electrical And Electronics Engineering ,84.5,0,0,0,0,0,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Electronics And Communication Engineering ,95.25,0,0,0,0,0,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Mechanical Engineering,100.25,91.75,0,78,87.5,84.25,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Civil Engineering,101.25,94.5,0,90,0,86.75,0
1513,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,THIRUVANNAMALAI,Information Technology,137.75,0,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Electrical And Electronics Engineering ,91.25,0,0,84.25,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Computer Science And Engineering ,78.75,0,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Electronics And Communication Engineering ,96,0,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Aeronautical Engineering,114.75,93.25,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Mechanical Engineering,114,91.5,0,87,0,94.5,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Automobile Engineering,77.75,0,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Electronics And Instru Engineering ,112.5,0,0,0,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Civil Engineering,114.5,0,96.25,81.25,0,0,0
1518,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUVANNAMALAI,Information Technology,88.75,0,0,0,0,0,0
1522,S.K.P. INSTITUTE OF TECHNOLOGY,THIRUVANNAMALAI,Computer Science And Engineering ,130,0,0,0,0,0,0
1522,S.K.P. INSTITUTE OF TECHNOLOGY,THIRUVANNAMALAI,Civil Engineering,133.75,89.5,0,111.5,0,99.25,0
1522,S.K.P. INSTITUTE OF TECHNOLOGY,THIRUVANNAMALAI,Electronics And Communication Engineering ,156.25,0,0,0,0,0,0
1522,S.K.P. INSTITUTE OF TECHNOLOGY,THIRUVANNAMALAI,Mechanical Engineering,82.75,0,0,0,0,0,0
1522,S.K.P. INSTITUTE OF TECHNOLOGY,THIRUVANNAMALAI,Electrical And Electronics Engineering ,101,0,0,0,0,0,0
1524,ANNAMALAIAR COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electrical And Electronics Engineering ,90.25,0,0,0,0,0,0
1524,ANNAMALAIAR COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Civil Engineering,108,0,0,0,0,0,0
1524,ANNAMALAIAR COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Electronics And Communication Engineering ,120.75,0,0,0,0,0,0
1524,ANNAMALAIAR COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Mechanical Engineering,89.25,0,0,0,0,0,0
1524,ANNAMALAIAR COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Computer Science And Engineering ,82.75,0,0,0,0,0,0
1528,KRS COLLEGE OF ENGINEERING,THIRUVANNAMALAI,Computer Science And Engineering ,150.25,0,0,0,0,0,0
