code,college,district,course,OC,BC,BCM,MBC,SCA,SC,ST
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Electrical And Electronics Engineering ,175,167.7,150,171.5,145.7,164,0
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Computer Science And Engineering ,163.5,159,156.5,160.2,119.7,151.5,0
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Electronics And Communication Engineering ,174.75,170.5,163.5,169,131,164.5,0
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Mechanical Engineering,181.25,177.5,164.5,177.5,170.5,167,154.2
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Mechanical Engineering - Tamil Medium,80.5,0,0,0,0,0,0
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Civil Engineering,182.5,176.5,173.2,178.7,161.5,169.2,152.7
3016,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",ARIYALUR,Civil Engineering - Tamil Medium,100.75,0,0,0,0,0,0
3857,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,ARIYALUR,Computer Science And Engineering ,129.25,0,0,0,0,0,0
3857,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,ARIYALUR,Electrical And Electronics Engineering ,111.75,0,0,0,0,0,0
3857,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,ARIYALUR,Mechanical Engineering,91,0,0,0,0,0,0
3857,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,ARIYALUR,Civil Engineering,80.5,0,0,0,0,0,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Computer Science And Engineering ,200,199.7,199.5,199.2,194.3,196,186.2
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Electrical And Electronics Engineering ,199.75,199.5,199.2,199,194.2,196.7,197.7
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Agriculture And Irrigation Engineering (SS),196.5,195.7,194,194,175.2,187,176.7
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Electronics And Communication Engineering ,200,199.7,199.2,199.2,197,197.7,193.7
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Mechanical Engineering,199.75,199.7,199.5,199.2,197.5,198,187.2
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Mechanical Engineering - Tamil Medium,189.75,183.7,182.2,183.5,177.7,174,169.7
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Geo-Informatics,197.75,197.2,195.5,195.5,178.7,190.5,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Industrial Engineering,197.5,197.2,196.2,195.2,174.2,187.5,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Information Technology (SS),199,198.7,198,196.7,180.2,189.5,181.5
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Printing Technology,195.5,194.7,193.7,193,179,184.7,156
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Manufacturing Engineering,198.25,197.5,198.2,196,181.5,189.5,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Mining Engineering,198,197.5,195.2,195.5,189.7,189,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Civil Engineering,199.5,199.2,199,198.5,195.7,196.7,188.2
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Computer Science And Engineering (SS),199.5,199.2,199,197.7,191,192.5,185.2
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Civil Engineering - Tamil Medium,188.75,183.2,179,183.7,165.7,173,157.5
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Materials Science And Engineering (SS),197,196.7,195.2,194.7,169.7,183.5,0
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Bio Medical Engineering (SS),198.25,197.7,197.5,195.7,186.5,190.7,184.2
1,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  CEG CAMPUS",CHENNAI,Electronics And Communication Engineering (SS),199.5,199.2,199,198.5,191.5,195.2,186.2
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Food Technology (SS),196,195.2,194.7,191,163.2,182,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Food Technology (SS),196,195.2,194.7,191,163.2,182,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Ceramic Technology (SS),193.75,192.5,192.5,189.7,162,179.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Ceramic Technology (SS),193.75,192.5,192.5,189.7,162,179.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Leather Technology,194.25,193.2,193,191.7,175.7,180.2,152
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Leather Technology,194.25,193.2,193,191.7,175.7,180.2,152
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Apparel Technology (SS),193.25,192.5,192.7,189.7,154,176.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Apparel Technology (SS),193.25,192.5,192.7,189.7,154,176.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Industrial Bio-Technology (SS),197,196.7,195.2,194.5,170.7,186.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Industrial Bio-Technology (SS),197,196.7,195.2,194.5,170.7,186.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Petroleum Engineering And Tech (SS),196.5,196,196.2,194.2,189.5,184.5,179
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Petroleum Engineering And Tech (SS),196.5,196,196.2,194.2,189.5,184.5,179
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Pharmaceutical Technology (SS),195.5,194.5,194,191.5,170,182.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Pharmaceutical Technology (SS),195.5,194.5,194,191.5,170,182.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Chemical Engineering,198.75,198.2,197.7,196.7,192.5,193.7,183.7
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Chemical Engineering,198.75,198.2,197.7,196.7,192.5,193.7,183.7
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Chemical Engineering (SS),198,197.5,196.5,195.7,176.5,187.5,182.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Chemical Engineering (SS),198,197.5,196.5,195.7,176.5,187.5,182.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Textile Technology,195,193.5,192.7,191.7,164.5,182.7,150.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Textile Technology,195,193.5,192.7,191.7,164.5,182.7,150.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Industrial Bio-Technology,198,197.5,195.5,195.5,174.5,189.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Industrial Bio-Technology,198,197.5,195.5,195.5,174.5,189.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Food Technology (SS),196,195.2,194.7,191,163.2,182,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Food Technology (SS),196,195.2,194.7,191,163.2,182,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Ceramic Technology (SS),193.75,192.5,192.5,189.7,162,179.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Ceramic Technology (SS),193.75,192.5,192.5,189.7,162,179.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Leather Technology,194.25,193.2,193,191.7,175.7,180.2,152
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Leather Technology,194.25,193.2,193,191.7,175.7,180.2,152
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Apparel Technology (SS),193.25,192.5,192.7,189.7,154,176.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Apparel Technology (SS),193.25,192.5,192.7,189.7,154,176.5,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Industrial Bio-Technology (SS),197,196.7,195.2,194.5,170.7,186.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Industrial Bio-Technology (SS),197,196.7,195.2,194.5,170.7,186.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Petroleum Engineering And Tech (SS),196.5,196,196.2,194.2,189.5,184.5,179
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Petroleum Engineering And Tech (SS),196.5,196,196.2,194.2,189.5,184.5,179
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Pharmaceutical Technology (SS),195.5,194.5,194,191.5,170,182.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Pharmaceutical Technology (SS),195.5,194.5,194,191.5,170,182.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Chemical Engineering,198.75,198.2,197.7,196.7,192.5,193.7,183.7
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Chemical Engineering,198.75,198.2,197.7,196.7,192.5,193.7,183.7
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Chemical Engineering (SS),198,197.5,196.5,195.7,176.5,187.5,182.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Chemical Engineering (SS),198,197.5,196.5,195.7,176.5,187.5,182.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Textile Technology,195,193.5,192.7,191.7,164.5,182.7,150.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Textile Technology,195,193.5,192.7,191.7,164.5,182.7,150.5
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",CHENNAI,Industrial Bio-Technology,198,197.5,195.5,195.5,174.5,189.2,0
2,"UNIVERSITY DEPARTMENTS OF ANNA UNIVERSITY, CHENNAI  ACT CAMPUS",VIRUDHUNAGAR,Industrial Bio-Technology,198,197.5,195.5,195.5,174.5,189.2,0
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Computer Science And Engineering ,195,192,193.5,188.7,147.7,173.5,0
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Electrical And Electronics Engineering ,193.5,192,191,188.5,184,171.5,110
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Electronics And Communication Engineering ,194.5,192.5,191,190,146.7,178.7,131.7
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Mechanical Engineering,194.75,193.2,193.7,190.2,135,178.2,0
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Civil Engineering,194.5,193.5,193,190.2,172.2,177.5,0
1309,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,CHENNAI,Information Technology,191.5,189.5,188.5,182.2,129.5,154.2,0
1321,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,CHENNAI,Plastic Technology,192.25,191,191.2,188.2,157.5,175.5,0
1321,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,CHENNAI,Manufacturing Engineering,192.75,191,190.7,187.2,162.2,175.2,143
1447,JAWAHAR ENGINEERING COLLEGE,CHENNAI,Electrical And Electronics Engineering ,87.75,0,0,0,0,0,0
1447,JAWAHAR ENGINEERING COLLEGE,CHENNAI,Industrial Engineering,88,0,0,0,0,0,0
1447,JAWAHAR ENGINEERING COLLEGE,CHENNAI,Electronics And Communication Engineering ,81,0,0,0,0,0,0
1447,JAWAHAR ENGINEERING COLLEGE,CHENNAI,Information Technology,85.5,0,0,0,0,0,0
1447,JAWAHAR ENGINEERING COLLEGE,CHENNAI,Mechanical Engineering,118.25,86.5,95.5,81,113.7,78.5,0
1450,LOYOLA  ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENNAI,Electrical And Electronics Engineering ,192.5,191,0,186,108.7,171,0
1450,LOYOLA  ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENNAI,Industrial Engineering,194.7,193.5,191,189.2,169.5,174.5,0
1450,LOYOLA  ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENNAI,Electronics And Communication Engineering ,193.5,191.7,189.2,187,120.2,174.2,0
1450,LOYOLA  ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENNAI,Information Technology,190.2,189.25,188.25,182.2,123.5,160.25,129.2
1450,LOYOLA  ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENNAI,Mechanical Engineering,194,192,190.5,188,161.5,175,138.7
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Computer Science And Engineering ,179.25,174.5,174.7,168.5,0,126.7,0
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Electrical And Electronics Engineering ,178.5,174.7,174,173.5,170.5,139.5,0
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Electronics And Communication Engineering ,184.25,180.2,174.5,173,0,154.5,0
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Mechanical Engineering,179.5,177,174,173,89.5,151.2,166.2
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Electronics And Instru Engineering ,171.75,168.2,163.7,168.2,0,117.5,0
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Civil Engineering,180,174.2,163.2,171.5,125,152.5,0
1509,MEENAKSHI COLLEGE OF ENGINEERING,CHENNAI,Information Technology,171.5,163.5,152.7,159,0,116,0
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Electrical And Electronics Engineering ,198.5,198.2,198,196.7,192.2,191.5,179.5
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Computer Science And Engineering ,198.25,198,196.7,196,187,188,165
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Electronics And Communication Engineering ,198.75,198.5,197.2,197,193.5,192.2,0
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Mechanical Engineering,198.75,198.5,197.2,197.2,187.7,193,189.2
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Electronics And Instru Engineering ,197.75,197.5,195.5,195,178.5,184.5,172.7
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Civil Engineering,198,197.5,196.2,196.2,187.5,190.2,186.2
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Production Engineering,197.25,196.7,194,194,179,181.5,162.2
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Information Technology,197.75,197.5,196,195,177.5,183.7,0
2005,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE (AUTONOMOUS)",COIMBATORE,Industrial Bio-Technology,194.75,193.5,190.2,190.7,152.5,175.5,129.5
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,199.5,199.2,199.5,198.2,193.7,194.7,183
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Metallurgical Engineering,198,197.5,197.2,195.2,182.5,188.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering (SS),199,199,198.7,198,191,191.5,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering (SS),199.5,199.5,199,198.7,192,194.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Production Engineering,198.75,198.5,198.5,197,178.7,189,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Metallurgical Engineering (SS),197.5,197.2,196.2,194,161,181,150.2
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Textile Technology,197,196.2,192.5,191.7,151.2,174.7,133.5
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,199.75,199.7,199.5,199,197.5,195.5,183.5
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,200,199.7,199.2,199,195.2,196.7,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Bio Technology (SS),197.75,197,196.5,193.7,161.7,184.5,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics(Sandwich) (SS),198.25,198,197,195.2,184.7,187.2,179.5
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Production Engineering (SS),198.25,198,196.7,195.2,177.5,186.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Automobile Engineering (SS),198.25,198,197,195.7,178.5,184.2,162.5
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Robotics And Automation (SS),198,197,195,193.2,184.2,177,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Textile Technology (SS),195.75,194.5,189.7,190.5,145.2,170.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology (SS),198.75,198.2,196.5,195.5,176.2,183.7,172.7
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering (SS),199.25,199,197,196.7,180.5,187.5,183
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering  (SS),199.5,199.2,199,198,191.5,190,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Instrumentation And Control (SS),198.25,198,197,194.5,175.5,182.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Production Engineering (Sandwich) (SS),197.5,196.7,197.2,193.7,172,179,154.7
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering (Sandwich) (SS),199,198.7,198.7,198,188.2,191.2,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,199.5,199.2,199,198.5,191,195.5,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Fashion Technology (SS),195.5,193.2,189.2,187.5,165.2,161.5,0
2006,P.S.G. COLLEGE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Bio Medical Engineering (SS),197.5,197,196.2,194.7,174.7,183.7,150
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electrical And Electronics Engineering ,199,198.5,197,196.7,186.7,192,177.5
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering ,198.5,198.2,196.2,196,180.7,187.7,176.7
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering ,199,198.7,197.2,197.5,193.7,191.2,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering,199.25,199,197.7,198.2,188.7,192.5,182.7
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering (SS),198,197.7,196.5,196,181.2,187,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Information Technology (SS),198,197.7,196,194.7,176.7,180.2,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Civil Engineering,198.75,198.5,197.5,197.5,186.5,192.7,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Computer Science And Engineering (SS),198.25,198,196.2,195.3,177,183.7,171.5
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Mechanical Engineering (SS),199,198.7,197.7,197.7,184,190.5,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Chemical Engineering,197.75,197.2,197.2,195.5,177.7,186.7,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Elec And Electronics Engineering (SS),198.5,198,197,196,180.7,187.5,0
2007,COIMBATORE INSTITUTE OF TECHNOLOGY (AUTONOMOUS),COIMBATORE,Electronics And Communication Engineering  (SS),198.5,198.5,196.7,196.7,0,189.5,160.2
2329,RATHINAM TECHNICAL CAMPUS,COIMBATORE,Computer Science And Engineering ,96.5,0,0,0,0,0,0
2329,RATHINAM TECHNICAL CAMPUS,COIMBATORE,Civil Engineering,106.75,94.25,0,106,0,82.5,0
2329,RATHINAM TECHNICAL CAMPUS,COIMBATORE,Electronics And Communication Engineering ,116.75,0,0,0,0,0,0
2329,RATHINAM TECHNICAL CAMPUS,COIMBATORE,Mechanical Engineering,87.5,0,0,0,0,0,0
2329,RATHINAM TECHNICAL CAMPUS,COIMBATORE,Information Technology,88.75,0,0,0,0,0,0
2342,SRI RANGANATHAR INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,159.25,0,0,0,0,0,0
2342,SRI RANGANATHAR INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,COIMBATORE,Civil Engineering,88.25,0,0,0,0,0,0
2342,SRI RANGANATHAR INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,92.75,0,0,0,0,0,0
2342,SRI RANGANATHAR INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,COIMBATORE,Mechanical Engineering,134.75,113.7,128.2,115,0,0,0
2354,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,131,0,0,0,0,0,0
2354,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,127.5,0,0,0,0,0,0
2354,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Electronics And Communication Engineering ,125.75,110.7,0,122.5,0,0,0
2354,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Mechanical Engineering,104,99.2,0,86.2,0,0,0
2354,POLLACHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,COIMBATORE,Civil Engineering,108.5,96.2,0,105.5,0,89.5,0
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COIMBATORE,Computer Science And Engineering ,155.75,128.5,0,116.5,0,108,0
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COIMBATORE,Electrical And Electronics Engineering ,141,114,86.5,97.5,0,0,0
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COIMBATORE,Electronics And Communication Engineering ,174.5,120.7,0,88.5,0,0,0
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COIMBATORE,Mechanical Engineering,155.75,122.2,132.5,99.5,0,0,0
2357,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS,COIMBATORE,Civil Engineering,139,100,0,99.5,0,94.25,0
2359,NIGHTINGALE INSTITUTE OF TECHNOLOGY,COIMBATORE,Computer Science And Engineering ,98.25,0,0,0,0,0,0
2359,NIGHTINGALE INSTITUTE OF TECHNOLOGY,COIMBATORE,Electrical And Electronics Engineering ,80,0,0,0,0,0,0
