season,round,name,element_type,team,pred,pred_norm,yhat,value,total_points_nextgw,transfers_in_nextgw,starting,type,player_id,first_name,second_name,full_name,team_name,jersey_code,probability,captain
2019-20,36,Dan_Burn_475,2,4,0.5774025689820721,0.7872393467928701,1,45,9.0,2089.0,1,model_budget,475,Dan,Burn,Dan Burn,Brighton & Hove Albion,brighton&hovealbion,57.74,0.0
2019-20,36,Dan_Burn_475,2,4,0.5774025689820721,0.7872393467928701,1,45,9.0,2089.0,1,model_budget,475,Dan,Burn,Dan Burn,Brighton & Hove Albion,brighton&hovealbion,57.74,0.0
2019-20,36,Dan_Burn_475,2,4,0.5774025689820721,0.7872393467928701,1,45,9.0,2089.0,1,model_dream,475,Dan,Burn,Dan Burn,Brighton & Hove Albion,brighton&hovealbion,57.74,0.0
2019-20,2,Aaron_Wan-Bissaka_122,2,12,0.8192006303367776,0.8747756384743118,1,55,0.0,194446.0,1,model_budget,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,81.92,0.0
2019-20,32,Aaron_Wan-Bissaka_122,2,12,0.4393863668042369,0.9487837657513715,0,54,1.0,231688.0,1,model_budget,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,43.94,0.0
2019-20,36,Aaron_Wan-Bissaka_122,2,12,0.7334523754870093,1.0,1,55,1.0,39333.0,1,model_budget,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,73.35,0.0
2019-20,2,Aaron_Wan-Bissaka_122,2,12,0.8192006303367776,0.8747756384743118,1,55,0.0,194446.0,1,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,81.92,0.0
2019-20,10,Aaron_Wan-Bissaka_122,2,12,0.5854479375809377,0.7381999213609483,1,54,2.0,36330.0,1,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,58.54,0.0
2019-20,13,Aaron_Wan-Bissaka_122,2,12,0.5538185338820769,0.8267435778741956,1,54,1.0,5782.0,0,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,55.38,0.0
2019-20,26,Aaron_Wan-Bissaka_122,2,12,0.6176280447269494,0.8865354969779854,1,53,6.0,50502.0,0,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,61.76,0.0
2019-20,32,Aaron_Wan-Bissaka_122,2,12,0.4393863668042369,0.9487837657513715,0,54,1.0,231688.0,1,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,43.94,0.0
2019-20,35,Aaron_Wan-Bissaka_122,2,12,0.6060508737834356,0.7434858356214845,1,55,5.0,37772.0,0,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,60.61,0.0
2019-20,36,Aaron_Wan-Bissaka_122,2,12,0.7334523754870093,1.0,1,55,1.0,39333.0,1,model_dream,122,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,73.35,0.0
