season,round,name,element_type,team,pred,pred_norm,yhat,value,total_points_nextgw,transfers_in_nextgw,starting,player_id,web_name,first_name,second_name,full_name,team_name,jersey_code,probability,captain
2019-20,13,Tim_Krul_280,1,14,0.6435130847932476,0.8985315683632864,1,45,1.0,24294.0,1.0,280,Krul,Tim,Krul,Tim Krul,Norwich City,norwichcity,64.35,0.0
2019-20,2,RaÃÂºl_JimÃÂ©nez_409,4,20,0.7901211380958557,0.8465085625648499,1,75,9.0,73959.0,1.0,409,Jiménez,Raúl,Jiménez,Raúl Jiménez,Wolverhampton Wanderers,wolverhamptonwanderers,79.01,0.0
2019-20,8,RaÃÂºl_JimÃÂ©nez_409,4,20,0.7792523503303528,0.9634186029434204,1,72,7.0,74527.0,1.0,409,Jiménez,Raúl,Jiménez,Raúl Jiménez,Wolverhampton Wanderers,wolverhamptonwanderers,77.93,0.0
2019-20,17,RaÃÂºl_JimÃÂ©nez_409,4,20,0.7904627323150635,0.9212507605552672,1,75,7.0,75566.0,1.0,409,Jiménez,Raúl,Jiménez,Raúl Jiménez,Wolverhampton Wanderers,wolverhamptonwanderers,79.05,0.0
2019-20,7,Rui Pedro_dos Santos PatrÃÂ­cio_411,1,20,0.06674274107409256,0.07660725629311567,0,51,6.0,41604.0,0.0,411,Patrício,Rui Pedro,dos Santos Patrício,Rui Pedro dos Santos Patrício,Wolverhampton Wanderers,wolverhamptonwanderers,6.67,0.0
2019-20,13,Rui Pedro_dos Santos PatrÃÂ­cio_411,1,20,0.4158693661299768,0.5806746787488707,0,52,3.0,8931.0,0.0,411,Patrício,Rui Pedro,dos Santos Patrício,Rui Pedro dos Santos Patrício,Wolverhampton Wanderers,wolverhamptonwanderers,41.59,0.0
2019-20,9,Conor_Coady_403,2,20,0.1157894253072248,0.17732457957570988,0,50,2.0,1767.0,0.0,403,Coady,Conor,Coady,Conor Coady,Wolverhampton Wanderers,wolverhamptonwanderers,11.58,0.0
2019-20,13,Matt_Doherty_401,2,20,0.7035759296731386,0.9823967818074366,1,60,10.0,10795.0,1.0,401,Doherty,Matt,Doherty,Matt Doherty,Wolverhampton Wanderers,wolverhamptonwanderers,70.36,0.0
2019-20,17,Matt_Doherty_401,2,20,0.7106423473043093,0.9219657139029396,1,60,4.0,60396.0,1.0,401,Doherty,Matt,Doherty,Matt Doherty,Wolverhampton Wanderers,wolverhamptonwanderers,71.06,0.0
2019-20,14,JoÃÂ£o Filipe Iria_Santos Moutinho_415,3,20,0.4720527529716492,0.5287709236145021,-1,53,8.0,19655.0,1.0,415,Moutinho,João Filipe Iria,Santos Moutinho,João Filipe Iria Santos Moutinho,Wolverhampton Wanderers,wolverhamptonwanderers,47.21,0.0
2019-20,18,Romain_SaÃÂ¯ss_407,2,20,0.19962416167801972,0.2877324789289786,0,44,1.0,3319.0,0.0,407,Saïss,Romain,Saïss,Romain Saïss,Wolverhampton Wanderers,wolverhamptonwanderers,19.96,0.0
2019-20,3,Vicente_Guaita_131,1,7,0.6590335824735194,0.9795869309026298,1,50,6.0,6176.0,1.0,131,Guaita,Vicente,Guaita,Vicente Guaita,Crystal Palace,crystalpalace,65.9,0.0
2019-20,18,Vicente_Guaita_131,1,7,0.2539063319050464,0.3659732252884256,0,51,2.0,39154.0,0.0,131,Guaita,Vicente,Guaita,Vicente Guaita,Crystal Palace,crystalpalace,25.39,0.0
2019-20,3,Joel_Ward_126,2,7,0.6727668180160999,1.0,1,45,8.0,12684.0,1.0,126,Ward,Joel,Ward,Joel Ward,Crystal Palace,crystalpalace,67.28,0.0
2019-20,3,Martin_Kelly_128,2,7,0.5978270080059803,0.8886095330457777,1,40,6.0,165070.0,1.0,128,Kelly,Martin,Kelly,Martin Kelly,Crystal Palace,crystalpalace,59.78,0.0
2019-20,15,Martin_Kelly_128,2,7,0.6700466191645907,0.838686612087193,1,41,8.0,153566.0,1.0,128,Kelly,Martin,Kelly,Martin Kelly,Crystal Palace,crystalpalace,67.0,0.0
2019-20,5,Jordan_Ayew_468,4,7,0.5260499715805054,0.5620783567428589,-1,51,1.0,96359.0,1.0,468,Ayew,Jordan,Ayew,Jordan Ayew,Crystal Palace,crystalpalace,52.6,0.0
2019-20,10,Jordan_Ayew_468,4,7,0.4980005025863648,0.5934560298919678,-1,51,2.0,89564.0,1.0,468,Ayew,Jordan,Ayew,Jordan Ayew,Crystal Palace,crystalpalace,49.8,0.0
2019-20,16,Jordan_Ayew_468,4,7,0.4804647564888001,0.5141336917877197,-1,51,2.0,19928.0,1.0,468,Ayew,Jordan,Ayew,Jordan Ayew,Crystal Palace,crystalpalace,48.05,0.0
2019-20,10,Wilfried_Zaha_133,3,7,0.5680335760116577,0.6769128441810608,0,67,2.0,9719.0,1.0,133,Zaha,Wilfried,Zaha,Wilfried Zaha,Crystal Palace,crystalpalace,56.8,0.0
2019-20,16,Wilfried_Zaha_133,3,7,0.5767027139663696,0.6171156167984009,-1,68,8.0,57039.0,1.0,133,Zaha,Wilfried,Zaha,Wilfried Zaha,Crystal Palace,crystalpalace,57.67,0.0
2019-20,11,James_McArthur_138,3,7,0.2367909103631973,0.273827999830246,-1,53,2.0,607.0,0.0,138,McArthur,James,McArthur,James McArthur,Crystal Palace,crystalpalace,23.68,0.0
2019-20,3,Sokratis_Papastathopoulos_5,2,1,0.6691879148734111,0.9946803215514664,1,50,0.0,9514.0,1.0,5,Sokratis,Sokratis,Papastathopoulos,Sokratis Papastathopoulos,Arsenal,arsenal,66.92,0.0
2019-20,3,Ainsley_Maitland-Niles_4,2,1,0.6120489071854688,0.9097489513384738,1,50,1.0,81984.0,1.0,4,Maitland-Niles,Ainsley,Maitland-Niles,Ainsley Maitland-Niles,Arsenal,arsenal,61.2,0.0
2019-20,18,Ainsley_Maitland-Niles_4,2,1,0.2807084504642118,0.4046050219043869,0,46,1.0,3097.0,0.0,4,Maitland-Niles,Ainsley,Maitland-Niles,Ainsley Maitland-Niles,Arsenal,arsenal,28.07,0.0
2019-20,4,Nicolas_PÃÂ©pÃÂ©_488,3,1,0.8290584087371826,0.9502785205841064,1,94,2.0,32652.0,1.0,488,Pépé,Nicolas,Pépé,Nicolas Pépé,Arsenal,arsenal,82.91,0.0
2019-20,4,Pierre-Emerick_Aubameyang_11,4,1,0.8724372982978821,1.0,1,110,13.0,66384.0,1.0,11,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,87.24,1.0
2019-20,9,Pierre-Emerick_Aubameyang_11,4,1,0.8721086978912354,0.9634265899658204,1,111,2.0,105976.0,1.0,11,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,87.21,0.0
2019-20,14,Pierre-Emerick_Aubameyang_11,4,1,0.8927358388900757,1.0,1,109,2.0,101589.0,1.0,11,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,89.27,1.0
2019-20,15,Pierre-Emerick_Aubameyang_11,4,1,0.8346176147460938,0.9338911771774292,1,109,12.0,21499.0,1.0,11,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,83.46,0.0
2019-20,17,Pierre-Emerick_Aubameyang_11,4,1,0.8367227911949158,0.9751648902893066,1,108,2.0,41676.0,1.0,11,Aubameyang,Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,Arsenal,arsenal,83.67,0.0
2019-20,5,CÃÂ©dric_Soares_486,2,1,0.5000894042549027,0.56238256578929,1,49,1.0,2034.0,0.0,486,Cédric,Cédric,Soares,Cédric Soares,Arsenal,arsenal,50.01,0.0
2019-20,5,Matteo_Guendouzi_21,3,1,0.4520336985588074,0.4829927980899811,-1,46,4.0,51849.0,1.0,21,Guendouzi,Matteo,Guendouzi,Matteo Guendouzi,Arsenal,arsenal,45.2,0.0
2019-20,9,Bukayo_Saka_541,3,1,0.3915005326271057,0.4324942827224731,-1,45,1.0,11456.0,0.0,541,Saka,Bukayo,Saka,Bukayo Saka,Arsenal,arsenal,39.15,0.0
2019-20,10,Alexandre_Lacazette_12,4,1,0.7750784754753113,0.9236436486244202,1,93,4.0,12962.0,1.0,12,Lacazette,Alexandre,Lacazette,Alexandre Lacazette,Arsenal,arsenal,77.51,0.0
2019-20,12,David_Luiz Moreira Marinho_106,2,1,0.7478370418399671,1.0,1,58,1.0,13244.0,1.0,106,David Luiz,David,Luiz Moreira Marinho,David Luiz Moreira Marinho,Arsenal,arsenal,74.78,0.0
2019-20,14,Bernd_Leno_14,1,1,0.6576186565373908,0.7257830774802808,1,50,3.0,10722.0,1.0,14,Leno,Bernd,Leno,Bernd Leno,Arsenal,arsenal,65.76,0.0
2019-20,3,Moussa_Sissoko_349,3,17,0.5955284833908081,0.6372608542442322,-1,50,2.0,18570.0,1.0,349,Sissoko,Moussa,Sissoko,Moussa Sissoko,Tottenham Hotspur,tottenhamhotspur,59.55,0.0
2019-20,4,Moussa_Sissoko_349,3,17,0.4166388213634491,0.4775573313236237,-1,50,3.0,16831.0,0.0,349,Sissoko,Moussa,Sissoko,Moussa Sissoko,Tottenham Hotspur,tottenhamhotspur,41.66,0.0
2019-20,5,Toby_Alderweireld_331,2,17,0.713726869388028,0.802631578801865,1,55,1.0,51411.0,1.0,331,Alderweireld,Toby,Alderweireld,Toby Alderweireld,Tottenham Hotspur,tottenhamhotspur,71.37,0.0
2019-20,15,Toby_Alderweireld_331,2,17,0.7423028091393891,0.9291285267823948,1,54,6.0,10311.0,1.0,331,Alderweireld,Toby,Alderweireld,Toby Alderweireld,Tottenham Hotspur,tottenhamhotspur,74.23,0.0
2019-20,6,Harry_Kane_338,4,17,0.9078381657600404,1.0,1,110,8.0,76232.0,1.0,338,Kane,Harry,Kane,Harry Kane,Tottenham Hotspur,tottenhamhotspur,90.78,1.0
2019-20,8,Harry_Kane_338,4,17,0.8039067387580872,0.9938997626304626,1,110,2.0,45430.0,1.0,338,Kane,Harry,Kane,Harry Kane,Tottenham Hotspur,tottenhamhotspur,80.39,0.0
2019-20,15,Harry_Kane_338,4,17,0.8482646942138672,0.9491615295410156,1,109,16.0,56344.0,1.0,338,Kane,Harry,Kane,Harry Kane,Tottenham Hotspur,tottenhamhotspur,84.83,0.0
2019-20,18,Harry_Kane_338,4,17,0.8063565492630005,1.0,1,109,8.0,105492.0,1.0,338,Kane,Harry,Kane,Harry Kane,Tottenham Hotspur,tottenhamhotspur,80.64,1.0
2019-20,7,Tanguy_Ndombele_442,3,17,0.4593509435653687,0.5124698281288147,-1,60,1.0,37951.0,1.0,442,Ndombele,Tanguy,Ndombele,Tanguy Ndombele,Tottenham Hotspur,tottenhamhotspur,45.94,0.0
2019-20,8,Erik_Lamela_346,3,17,0.6148045659065247,0.7601057291030884,1,61,1.0,10853.0,1.0,346,Lamela,Erik,Lamela,Erik Lamela,Tottenham Hotspur,tottenhamhotspur,61.48,0.0
2019-20,10,Heung-Min_Son_342,3,17,0.8040411472320557,0.9581577777862548,1,97,2.0,27738.0,1.0,342,Son,Heung-Min,Son,Heung-Min Son,Tottenham Hotspur,tottenhamhotspur,80.4,0.0
2019-20,11,Heung-Min_Son_342,3,17,0.8359038829803467,0.9666498303413392,1,96,8.0,79046.0,1.0,342,Son,Heung-Min,Son,Heung-Min Son,Tottenham Hotspur,tottenhamhotspur,83.59,0.0
2019-20,3,Mason_Greenwood_234,4,12,0.3156924843788147,0.3378150165081024,-1,45,1.0,118546.0,0.0,234,Greenwood,Mason,Greenwood,Mason Greenwood,Manchester United,manchesterunited,31.57,0.0
2019-20,6,David_de Gea_235,1,12,0.9208133749519806,1.0,1,56,4.0,21069.0,1.0,235,de Gea,David,de Gea,David de Gea,Manchester United,manchesterunited,92.08,0.0
2019-20,6,Harry_Maguire_160,2,12,0.8360061312163896,0.9078996395550688,1,55,2.0,10638.0,1.0,160,Maguire,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,83.6,0.0
2019-20,11,Harry_Maguire_160,2,12,0.6504387674681544,0.9135419457976534,1,54,2.0,12762.0,1.0,160,Maguire,Harry,Maguire,Harry Maguire,Manchester United,manchesterunited,65.04,0.0
2019-20,6,Ashley_Young_224,2,12,0.6453523757871621,0.7008503496387816,1,54,1.0,906.0,1.0,224,Young,Ashley,Young,Ashley Young,Manchester United,manchesterunited,64.54,0.0
2019-20,11,Aaron_Wan-Bissaka_122,2,12,0.5498843618309676,0.7723131753449147,1,54,2.0,24488.0,1.0,122,Wan-Bissaka,Aaron,Wan-Bissaka,Aaron Wan-Bissaka,Manchester United,manchesterunited,54.99,0.0
2019-20,11,Andreas_Pereira_246,3,12,0.4273517727851868,0.4941949844360352,-1,50,8.0,2586.0,1.0,246,Pereira,Andreas,Pereira,Andreas Pereira,Manchester United,manchesterunited,42.74,0.0
2019-20,13,Brandon_Williams_549,2,12,0.7161830562786282,1.0,1,40,0.0,59141.0,1.0,549,Williams,Brandon,Williams,Brandon Williams,Manchester United,manchesterunited,71.62,0.0
2019-20,13,Victor_LindelÃÂ¶f_225,2,12,0.6450204545125304,0.9006362952289502,1,53,8.0,638.0,1.0,225,Lindelöf,Victor,Lindelöf,Victor Lindelöf,Manchester United,manchesterunited,64.5,0.0
2019-20,14,Daniel_James_243,3,12,0.5006255507469177,0.5607768297195435,-1,62,2.0,9830.0,1.0,243,James,Daniel,James,Daniel James,Manchester United,manchesterunited,50.06,0.0
2019-20,4,Hamza_Choudhury_180,3,9,0.227404460310936,0.2606542110443115,-1,45,1.0,7102.0,0.0,180,Choudhury,Hamza,Choudhury,Hamza Choudhury,Leicester City,leicestercity,22.74,0.0
2019-20,8,Kasper_Schmeichel_168,1,9,0.6836346528699749,0.8469461704719712,1,50,3.0,106899.0,1.0,168,Schmeichel,Kasper,Schmeichel,Kasper Schmeichel,Leicester City,leicestercity,68.36,0.0
2019-20,11,Kasper_Schmeichel_168,1,9,0.5554541894037203,0.7801360041384323,1,51,6.0,67671.0,1.0,168,Schmeichel,Kasper,Schmeichel,Kasper Schmeichel,Leicester City,leicestercity,55.55,0.0
2019-20,16,Kasper_Schmeichel_168,1,9,0.8929295278581318,0.9612769042593442,1,53,2.0,65592.0,1.0,168,Schmeichel,Kasper,Schmeichel,Kasper Schmeichel,Leicester City,leicestercity,89.29,0.0
2019-20,8,ÃÂaglar_SÃÂ¶yÃÂ¼ncÃÂ¼_164,2,9,0.7699435630736128,0.9538731682005129,1,46,2.0,84959.0,1.0,164,Söyüncü,Çaglar,Söyüncü,Çaglar Söyüncü,Leicester City,leicestercity,76.99,0.0
2019-20,16,ÃÂaglar_SÃÂ¶yÃÂ¼ncÃÂ¼_164,2,9,0.8562099681898738,0.921746724617578,1,51,3.0,70974.0,1.0,164,Söyüncü,Çaglar,Söyüncü,Çaglar Söyüncü,Leicester City,leicestercity,85.62,0.0
2019-20,8,Dennis_Praet_517,3,9,0.3692044019699097,0.456461101770401,-1,53,1.0,546.0,0.0,517,Praet,Dennis,Praet,Dennis Praet,Leicester City,leicestercity,36.92,0.0
2019-20,9,Harvey_Barnes_172,3,9,0.5252184867858887,0.5802137851715088,-1,59,9.0,15575.0,1.0,172,Barnes,Harvey,Barnes,Harvey Barnes,Leicester City,leicestercity,52.52,0.0
2019-20,13,Harvey_Barnes_172,3,9,0.6188105344772339,0.6968874931335449,1,59,2.0,6832.0,1.0,172,Barnes,Harvey,Barnes,Harvey Barnes,Leicester City,leicestercity,61.88,0.0
2019-20,10,Youri_Tielemans_448,3,9,0.5665351152420044,0.6751272082328796,0,64,3.0,190063.0,1.0,448,Tielemans,Youri,Tielemans,Youri Tielemans,Leicester City,leicestercity,56.65,0.0
2019-20,11,Jamie_Vardy_166,4,9,0.8528531789779663,0.9862501621246338,1,93,12.0,374313.0,1.0,166,Vardy,Jamie,Vardy,Jamie Vardy,Leicester City,leicestercity,85.29,0.0
2019-20,13,Jamie_Vardy_166,4,9,0.8821949362754822,0.9935038089752196,1,96,6.0,447010.0,1.0,166,Vardy,Jamie,Vardy,Jamie Vardy,Leicester City,leicestercity,88.22,0.0
2019-20,18,Jamie_Vardy_166,4,9,0.7931767702102661,0.9836551547050476,1,101,2.0,52571.0,1.0,166,Vardy,Jamie,Vardy,Jamie Vardy,Leicester City,leicestercity,79.32,0.0
2019-20,12,Jonny_Evans_162,2,9,0.3634701132235456,0.4860284967019943,0,51,6.0,16640.0,0.0,162,Evans,Jonny,Evans,Jonny Evans,Leicester City,leicestercity,36.35,0.0
2019-20,13,James_Maddison_171,3,9,0.8018398284912109,0.9030101299285888,1,75,2.0,124172.0,1.0,171,Maddison,James,Maddison,James Maddison,Leicester City,leicestercity,80.18,0.0
2019-20,18,James_Maddison_171,3,9,0.7381885647773743,0.9154617190361024,1,78,1.0,55589.0,1.0,171,Maddison,James,Maddison,James Maddison,Leicester City,leicestercity,73.82,0.0
2019-20,14,Ricardo Domingos_Barbosa Pereira_159,2,9,0.7648934096791833,0.8441772253609694,1,64,7.0,45259.0,1.0,159,Pereira,Ricardo Domingos,Barbosa Pereira,Ricardo Domingos Barbosa Pereira,Leicester City,leicestercity,76.49,0.0
2019-20,16,Ricardo Domingos_Barbosa Pereira_159,2,9,0.9288993877847576,1.0,1,65,2.0,59699.0,1.0,159,Pereira,Ricardo Domingos,Barbosa Pereira,Ricardo Domingos Barbosa Pereira,Leicester City,leicestercity,92.89,0.0
2019-20,4,Joshua_King_68,4,3,0.7056369781494141,0.8088111281394958,1,64,10.0,35222.0,1.0,68,King,Joshua,King,Joshua King,Bournemouth,bournemouth,70.56,0.0
2019-20,7,Joshua_King_68,4,3,0.5063115954399109,0.5648609399795532,-1,63,2.0,96994.0,0.0,68,King,Joshua,King,Joshua King,Bournemouth,bournemouth,50.63,0.0
2019-20,8,Callum_Wilson_67,4,3,0.7679622173309326,0.9494602084159852,1,79,2.0,204048.0,1.0,67,Callum Wilson,Callum,Wilson,Callum Wilson,Bournemouth,bournemouth,76.8,0.0
2019-20,9,Aaron_Ramsdale_494,1,3,0.1961308269554936,0.3003626310385457,0,45,8.0,21641.0,0.0,494,Ramsdale,Aaron,Ramsdale,Aaron Ramsdale,Bournemouth,bournemouth,19.61,0.0
2019-20,11,Aaron_Ramsdale_494,1,3,0.1429342190955715,0.20075126386132808,0,45,4.0,128192.0,0.0,494,Ramsdale,Aaron,Ramsdale,Aaron Ramsdale,Bournemouth,bournemouth,14.29,0.0
2019-20,14,Aaron_Ramsdale_494,1,3,0.09771630235862104,0.10784493101101852,0,47,2.0,6854.0,0.0,494,Ramsdale,Aaron,Ramsdale,Aaron Ramsdale,Bournemouth,bournemouth,9.77,0.0
2019-20,16,Aaron_Ramsdale_494,1,3,0.06603045809948171,0.07108461795518176,0,46,10.0,9778.0,0.0,494,Ramsdale,Aaron,Ramsdale,Aaron Ramsdale,Bournemouth,bournemouth,6.6,0.0
2019-20,17,Aaron_Ramsdale_494,1,3,0.4642558002640283,0.6023113201002591,0,46,2.0,92780.0,0.0,494,Ramsdale,Aaron,Ramsdale,Aaron Ramsdale,Bournemouth,bournemouth,46.43,0.0
2019-20,17,Chris_Mepham_61,2,3,0.4673056840039464,0.6062681462734543,0,43,2.0,3877.0,1.0,61,Mepham,Chris,Mepham,Chris Mepham,Bournemouth,bournemouth,46.73,0.0
2019-20,5,Isaac_Hayden_271,3,13,0.3135482370853424,0.3350226879119873,-1,45,3.0,62301.0,0.0,271,Hayden,Isaac,Hayden,Isaac Hayden,Newcastle United,newcastleunited,31.35,0.0
2019-20,6,Martin_Dubravka_262,1,13,0.5247056500260752,0.5698284411360098,1,50,0.0,2618.0,0.0,262,Dubravka,Martin,Dubravka,Martin Dubravka,Newcastle United,newcastleunited,52.47,0.0
2019-20,10,Martin_Dubravka_262,1,13,0.2020351660005783,0.3001154372470712,0,50,2.0,2824.0,0.0,262,Dubravka,Martin,Dubravka,Martin Dubravka,Newcastle United,newcastleunited,20.2,0.0
2019-20,12,Martin_Dubravka_262,1,13,0.1872638010726286,0.2504072285746739,0,50,3.0,2607.0,0.0,262,Dubravka,Martin,Dubravka,Martin Dubravka,Newcastle United,newcastleunited,18.73,0.0
2019-20,17,Martin_Dubravka_262,1,13,0.7707904280908244,1.0,1,50,8.0,6510.0,1.0,262,Dubravka,Martin,Dubravka,Martin Dubravka,Newcastle United,newcastleunited,77.08,0.0
2019-20,6,Danny_Rose_332,2,13,0.53902422583362,0.5853783627564375,1,55,2.0,11350.0,1.0,332,Rose,Danny,Rose,Danny Rose,Newcastle United,newcastleunited,53.9,0.0
2019-20,7,Jamaal_Lascelles_258,2,13,0.5798363488189715,0.6655356233081308,1,44,6.0,3478.0,0.0,258,Lascelles,Jamaal,Lascelles,Jamaal Lascelles,Newcastle United,newcastleunited,57.98,0.0
2019-20,8,Sean_Longstaff_270,3,13,0.3662474751472473,0.4528053402900696,-1,50,2.0,1699.0,1.0,270,Longstaff,Sean,Longstaff,Sean Longstaff,Newcastle United,newcastleunited,36.62,0.0
2019-20,12,Miguel_AlmirÃÂ³n_266,3,13,0.479512482881546,0.5521019697189331,-1,58,2.0,1430.0,1.0,266,Almirón,Miguel,Almirón,Miguel Almirón,Newcastle United,newcastleunited,47.95,0.0
2019-20,15,Jonjo_Shelvey_269,3,13,0.6521105766296387,0.729675829410553,1,50,9.0,34952.0,1.0,269,Shelvey,Jonjo,Shelvey,Jonjo Shelvey,Newcastle United,newcastleunited,65.21,0.0
2019-20,15,Allan_Saint-Maximin_500,3,13,0.5938722491264343,0.6645103693008423,0,54,2.0,4858.0,1.0,500,Saint-Maximin,Allan,Saint-Maximin,Allan Saint-Maximin,Newcastle United,newcastleunited,59.39,0.0
2019-20,16,Javier_Manquillo_256,2,13,0.244485855567078,0.2631995012399876,0,43,2.0,4370.0,0.0,256,Manquillo,Javier,Manquillo,Javier Manquillo,Newcastle United,newcastleunited,24.45,0.0
2019-20,17,Paul_Dummett_255,2,13,0.7544559800331216,0.9788081851273612,1,44,8.0,797.0,1.0,255,Dummett,Paul,Dummett,Paul Dummett,Newcastle United,newcastleunited,75.45,0.0
2019-20,17,Fabian_SchÃÂ¤r_252,2,13,0.7448644691666076,0.966364451374373,1,50,5.0,2842.0,1.0,252,Schär,Fabian,Schär,Fabian Schär,Newcastle United,newcastleunited,74.49,0.0
2019-20,5,Tammy_Abraham_460,4,6,0.7212921380996704,0.7706923484802246,1,72,2.0,611854.0,1.0,460,Abraham,Tammy,Abraham,Tammy Abraham,Chelsea,chelsea,72.13,0.0
2019-20,7,Tammy_Abraham_460,4,6,0.7181435823440552,0.8011890053749084,1,75,8.0,223319.0,1.0,460,Abraham,Tammy,Abraham,Tammy Abraham,Chelsea,chelsea,71.81,0.0
2019-20,16,Tammy_Abraham_460,4,6,0.6502516269683838,0.6958184838294983,1,79,2.0,263467.0,0.0,460,Abraham,Tammy,Abraham,Tammy Abraham,Chelsea,chelsea,65.03,0.0
2019-20,10,Kepa_Arrizabalaga_111,1,6,0.6731915154176227,1.0,1,55,2.0,10382.0,1.0,111,Kepa,Kepa,Arrizabalaga,Kepa Arrizabalaga,Chelsea,chelsea,67.32,0.0
2019-20,18,Kepa_Arrizabalaga_111,1,6,0.6937839010078986,1.0,1,55,1.0,7648.0,1.0,111,Kepa,Kepa,Arrizabalaga,Kepa Arrizabalaga,Chelsea,chelsea,69.38,0.0
2019-20,10,CÃÂ©sar_Azpilicueta_105,2,6,0.6173528299583285,0.9170537890325996,1,59,2.0,12120.0,1.0,105,Azpilicueta,César,Azpilicueta,César Azpilicueta,Chelsea,chelsea,61.74,0.0
2019-20,18,CÃÂ©sar_Azpilicueta_105,2,6,0.6136579205100857,0.8845087348071794,1,58,1.0,1301.0,1.0,105,Azpilicueta,César,Azpilicueta,César Azpilicueta,Chelsea,chelsea,61.37,0.0
2019-20,10,Kurt_Zouma_459,2,6,0.5204910754320643,0.7731693931245869,1,47,2.0,6030.0,1.0,459,Zouma,Kurt,Zouma,Kurt Zouma,Chelsea,chelsea,52.05,0.0
2019-20,15,Kurt_Zouma_459,2,6,0.6740032690690779,0.8436390873459247,1,47,1.0,5013.0,1.0,459,Zouma,Kurt,Zouma,Kurt Zouma,Chelsea,chelsea,67.4,0.0
2019-20,12,Mason_Mount_463,3,6,0.6318172216415405,0.727462887763977,1,69,1.0,76246.0,1.0,463,Mount,Mason,Mount,Mason Mount,Chelsea,chelsea,63.18,0.0
2019-20,13,Christian_Pulisic_431,3,6,0.8152910470962524,0.91815847158432,1,74,2.0,239963.0,1.0,431,Pulisic,Christian,Pulisic,Christian Pulisic,Chelsea,chelsea,81.53,0.0
2019-20,15,Willian_Borges Da Silva_113,3,6,0.6257456541061401,0.7001749873161316,0,71,2.0,2360.0,0.0,113,Willian,Willian,Borges Da Silva,Willian Borges Da Silva,Chelsea,chelsea,62.57,0.0
2019-20,18,Willian_Borges Da Silva_113,3,6,0.7596883773803711,0.9421246647834778,1,70,2.0,189632.0,1.0,113,Willian,Willian,Borges Da Silva,Willian Borges Da Silva,Chelsea,chelsea,75.97,0.0
2019-20,6,Ashley_Westwood_101,3,5,0.4878145456314087,0.5373364686965942,-1,54,1.0,5533.0,1.0,101,Westwood,Ashley,Westwood,Ashley Westwood,Burnley,burnley,48.78,0.0
2019-20,6,Chris_Wood_91,4,5,0.6396010518074036,0.7045320272445679,0,63,7.0,23966.0,1.0,91,Wood,Chris,Wood,Chris Wood,Burnley,burnley,63.96,0.0
2019-20,11,Robbie_Brady_98,3,5,0.4359984397888184,0.5041940808296204,-1,55,1.0,212.0,0.0,98,Brady,Robbie,Brady,Robbie Brady,Burnley,burnley,43.6,0.0
2019-20,12,Charlie_Taylor_87,2,5,0.4621161597513963,0.6179369754330604,0,42,6.0,10669.0,1.0,87,Taylor,Charlie,Taylor,Charlie Taylor,Burnley,burnley,46.21,0.0
2019-20,13,Jay_Rodriguez_451,4,5,0.3873634934425354,0.436238169670105,-1,57,1.0,636.0,0.0,451,Rodriguez,Jay,Rodriguez,Jay Rodriguez,Burnley,burnley,38.74,0.0
2019-20,18,Jay_Rodriguez_451,4,5,0.3273576498031616,0.4059713482856751,-1,57,2.0,586.0,0.0,451,Rodriguez,Jay,Rodriguez,Jay Rodriguez,Burnley,burnley,32.74,0.0
2019-20,17,Ben_Mee_83,2,5,0.11528459789143708,0.1495667222762304,0,50,6.0,3378.0,0.0,83,Mee,Ben,Mee,Ben Mee,Burnley,burnley,11.53,0.0
2019-20,8,Angelo_Ogbonna_377,2,19,0.19319206225759766,0.2393431588169881,0,45,1.0,1012.0,0.0,377,Ogbonna,Angelo,Ogbonna,Angelo Ogbonna,West Ham United,westhamunited,19.32,0.0
2019-20,15,Angelo_Ogbonna_377,2,19,0.3831787180894642,0.4796186589211423,0,45,7.0,1287.0,0.0,377,Ogbonna,Angelo,Ogbonna,Angelo Ogbonna,West Ham United,westhamunited,38.32,0.0
2019-20,10,Issa_Diop_381,2,19,0.10514741588772676,0.15619242589903598,0,45,0.0,5591.0,0.0,381,Diop,Issa,Diop,Issa Diop,West Ham United,westhamunited,10.51,0.0
2019-20,12,Mark_Noble_396,3,19,0.28620851039886475,0.3295353055000305,-1,50,5.0,566.0,0.0,396,Noble,Mark,Noble,Mark Noble,West Ham United,westhamunited,28.62,0.0
2019-20,14,Mark_Noble_396,3,19,0.26348501443862915,0.2951433062553406,-1,50,2.0,474.0,0.0,396,Noble,Mark,Noble,Mark Noble,West Ham United,westhamunited,26.35,0.0
2019-20,15,Mathew_Ryan_47,1,4,0.21466466126144249,0.2686923153387031,0,48,2.0,41877.0,0.0,47,Ryan,Mathew,Ryan,Mathew Ryan,Brighton & Hove Albion,brighton&hovealbion,21.47,0.0
